,Item Name,Date,Average Price,Total Trade Volume,High Price Trade Volume,Low Price Trade Volume,Average High Price,Average Low Price,,
1438,Bones,2023-03-24 9:45,59,12,0,12,,59,,
1439,Bones,2023-03-24 9:50,60,57,0,57,,60,,
1440,Bones,2023-03-24 9:55,59,1,0,1,,59,,
1441,Bones,2023-03-24 10:00,61,18,13,5,61,61,,
1442,Bones,2023-03-24 10:05,63.32786885,61,44,17,65,59,,
1443,Bones,2023-03-24 10:10,62.68831169,231,142,89,65,59,,
1444,Bones,2023-03-24 10:15,63.24031008,129,122,7,64,50,,
1445,Bones,2023-03-24 10:20,61.14285714,70,65,5,62,50,,
1446,Bones,2023-03-24 10:25,50.99300699,286,284,2,51,50,,
1447,Bones,2023-03-24 10:30,63,45,45,0,63,,,
1448,Bones,2023-03-24 10:35,50.63247863,819,37,782,64,50,,
1449,Bones,2023-03-24 10:40,63.40277778,648,261,387,64,63,,
1450,Bones,2023-03-24 10:45,64.82105263,95,78,17,65,64,,
1451,Bones,2023-03-24 10:50,65,76,76,0,65,,,
1452,Bones,2023-03-24 10:55,64.72413793,87,63,24,65,64,,
1453,Bones,2023-03-24 11:00,64,31,27,4,64,64,,
1454,Bones,2023-03-24 11:05,54,47,47,0,54,,,
1455,Bones,2023-03-24 11:10,50,1,0,1,,50,,
1456,Bones,2023-03-24 11:15,53,14,7,7,56,50,,
1457,Bones,2023-03-24 11:20,63.18181818,154,21,133,58,64,,
1458,Bones,2023-03-24 11:25,64,86,0,86,,64,,
1459,Bones,2023-03-24 11:30,64,78,0,78,,64,,
1460,Burnt bones,2023-03-23 5:10,1500,2,0,2,,1500,,
1461,Burnt bones,2023-03-23 5:15,1500,8,0,8,,1500,,
1462,Burnt bones,2023-03-23 5:20,1500,16,0,16,,1500,,
1463,Burnt bones,2023-03-23 5:25,547,3,0,3,,547,,
1464,Burnt bones,2023-03-23 5:30,321,1,0,1,,321,,
1465,Burnt bones,2023-03-23 5:35,321,3,0,3,,321,,
1466,Burnt bones,2023-03-23 5:40,321,1,0,1,,321,,
1467,Burnt bones,2023-03-23 5:45,321,1,0,1,,321,,
1468,Burnt bones,2023-03-23 5:50,321,1,0,1,,321,,
1469,Burnt bones,2023-03-23 5:55,321,1,0,1,,321,,
1470,Burnt bones,2023-03-23 6:00,321,1,0,1,,321,,
1471,Burnt bones,2023-03-23 6:05,750,1,1,0,750,,,
1472,Burnt bones,2023-03-23 6:10,321,11,0,11,,321,,
1473,Burnt bones,2023-03-23 6:15,321,8,0,8,,321,,
1474,Burnt bones,2023-03-23 6:20,321,1,0,1,,321,,
1475,Burnt bones,2023-03-23 6:25,262,1,1,0,262,,,
1476,Burnt bones,2023-03-23 6:30,254,1,0,1,,254,,
1477,Burnt bones,2023-03-23 6:35,254,2,0,2,,254,,
1478,Burnt bones,2023-03-23 6:40,262,1,1,0,262,,,
1479,Burnt bones,2023-03-23 6:45,254,23,0,23,,254,,
1480,Burnt bones,2023-03-23 6:50,254,1,0,1,,254,,
1481,Burnt bones,2023-03-23 6:55,262,1,1,0,262,,,
1482,Burnt bones,2023-03-23 7:00,254,2,0,2,,254,,
1483,Burnt bones,2023-03-23 7:05,254,6,0,6,,254,,
1484,Burnt bones,2023-03-23 7:10,262,1,1,0,262,,,
1485,Burnt bones,2023-03-23 7:15,256.6666667,3,1,2,262,254,,
1486,Burnt bones,2023-03-23 7:20,254,1,0,1,,254,,
1487,Burnt bones,2023-03-23 7:25,254.5217391,46,3,43,262,254,,
1488,Burnt bones,2023-03-23 7:30,900,1,1,0,900,,,
1489,Burnt bones,2023-03-23 7:35,254,1,0,1,,254,,
1490,Burnt bones,2023-03-23 7:40,254,8,0,8,,254,,
1491,Burnt bones,2023-03-23 7:45,254,1,0,1,,254,,
1492,Burnt bones,2023-03-23 7:50,254,2,0,2,,254,,
1493,Burnt bones,2023-03-23 7:55,254,2,0,2,,254,,
1494,Burnt bones,2023-03-23 8:00,262,1,1,0,262,,,
1495,Burnt bones,2023-03-23 8:05,254,1,0,1,,254,,
1496,Burnt bones,2023-03-23 8:10,254,1,0,1,,254,,
1497,Burnt bones,2023-03-23 8:15,254,1,0,1,,254,,
1498,Burnt bones,2023-03-23 8:20,254,17,0,17,,254,,
1499,Burnt bones,2023-03-23 8:25,254,3,0,3,,254,,
1500,Burnt bones,2023-03-23 8:30,254,1,0,1,,254,,
1501,Burnt bones,2023-03-23 8:35,254,1,0,1,,254,,
1502,Burnt bones,2023-03-23 8:40,254,1,0,1,,254,,
1503,Burnt bones,2023-03-23 8:45,254,2,0,2,,254,,
1504,Burnt bones,2023-03-23 8:50,254,1,0,1,,254,,
1505,Burnt bones,2023-03-23 8:55,254,8,0,8,,254,,
1506,Burnt bones,2023-03-23 9:00,254,12,0,12,,254,,
1507,Burnt bones,2023-03-23 9:05,262,1,0,1,,262,,
1508,Burnt bones,2023-03-23 9:10,254,1,0,1,,254,,
1509,Burnt bones,2023-03-23 9:15,262,10,10,0,262,,,
1510,Burnt bones,2023-03-23 9:20,254,8,0,8,,254,,
1511,Burnt bones,2023-03-23 9:25,254,1,0,1,,254,,
1512,Burnt bones,2023-03-23 9:30,254,1,0,1,,254,,
1513,Burnt bones,2023-03-23 9:35,262,1,0,1,,262,,
1514,Burnt bones,2023-03-23 9:40,254,2,0,2,,254,,
1515,Burnt bones,2023-03-23 9:45,254,1,0,1,,254,,
1516,Burnt bones,2023-03-23 9:50,258,2,1,1,262,254,,
1517,Burnt bones,2023-03-23 9:55,254,20,0,20,,254,,
1518,Burnt bones,2023-03-23 10:00,254,41,0,41,,254,,
1519,Burnt bones,2023-03-23 10:05,254,1,0,1,,254,,
1520,Burnt bones,2023-03-23 10:10,254,1,0,1,,254,,
1521,Burnt bones,2023-03-23 10:15,262,1,0,1,,262,,
1522,Burnt bones,2023-03-23 10:20,254,2,0,2,,254,,
1523,Burnt bones,2023-03-23 10:25,254,1,0,1,,254,,
1524,Burnt bones,2023-03-23 10:30,254,1,0,1,,254,,
1525,Burnt bones,2023-03-23 10:35,254,64,0,64,,254,,
1526,Burnt bones,2023-03-23 10:40,254,1,0,1,,254,,
1527,Burnt bones,2023-03-23 10:45,262,2,2,0,262,,,
1528,Burnt bones,2023-03-23 10:50,254,1,0,1,,254,,
1529,Burnt bones,2023-03-23 10:55,258,1,1,0,258,,,
1530,Burnt bones,2023-03-23 11:00,254,5,0,5,,254,,
1531,Burnt bones,2023-03-23 11:05,258,1,1,0,258,,,
1532,Burnt bones,2023-03-23 11:10,254,1,0,1,,254,,
1533,Burnt bones,2023-03-23 11:15,262,1,1,0,262,,,
1534,Burnt bones,2023-03-23 11:20,254,13,0,13,,254,,
1535,Burnt bones,2023-03-23 11:25,262,2,2,0,262,,,
1536,Burnt bones,2023-03-23 11:30,254,1,0,1,,254,,
1537,Burnt bones,2023-03-23 11:35,254,90,0,90,,254,,
1538,Burnt bones,2023-03-23 11:40,254,1,0,1,,254,,
1539,Burnt bones,2023-03-23 11:45,262,1,1,0,262,,,
1540,Burnt bones,2023-03-23 11:50,254,1,0,1,,254,,
1541,Burnt bones,2023-03-23 11:55,254,1,0,1,,254,,
1542,Burnt bones,2023-03-23 12:00,262,1,1,0,262,,,
1543,Burnt bones,2023-03-23 12:05,254,1,0,1,,254,,
1544,Burnt bones,2023-03-23 12:10,254,2,0,2,,254,,
1545,Burnt bones,2023-03-23 12:15,254,1,0,1,,254,,
1546,Burnt bones,2023-03-23 12:20,254,2,0,2,,254,,
1547,Burnt bones,2023-03-23 12:25,254,2,0,2,,254,,
1548,Burnt bones,2023-03-23 12:30,254,4,0,4,,254,,
1549,Burnt bones,2023-03-23 12:35,262,1,1,0,262,,,
1550,Burnt bones,2023-03-23 12:40,254,45,0,45,,254,,
1551,Burnt bones,2023-03-23 12:45,254,3,0,3,,254,,
1552,Burnt bones,2023-03-23 12:50,262,3,3,0,262,,,
1553,Burnt bones,2023-03-23 12:55,254,1,0,1,,254,,
1554,Burnt bones,2023-03-23 13:00,261,5,0,5,,261,,
1555,Burnt bones,2023-03-23 13:05,254,1,0,1,,254,,
1556,Burnt bones,2023-03-23 13:10,254,1,0,1,,254,,
1557,Burnt bones,2023-03-23 13:15,254,1,0,1,,254,,
1558,Burnt bones,2023-03-23 13:20,275,1,0,1,,275,,
1559,Burnt bones,2023-03-23 13:25,262,2,2,0,262,,,
1560,Burnt bones,2023-03-23 13:30,254,2,0,2,,254,,
1561,Burnt bones,2023-03-23 13:35,254,1,0,1,,254,,
1562,Burnt bones,2023-03-23 13:40,254,1,0,1,,254,,
1563,Burnt bones,2023-03-23 13:45,260,1,1,0,260,,,
1564,Burnt bones,2023-03-23 13:50,254,1,0,1,,254,,
1565,Burnt bones,2023-03-23 13:55,254,7,0,7,,254,,
1566,Burnt bones,2023-03-23 14:00,254,35,0,35,,254,,
1567,Burnt bones,2023-03-23 14:05,260,2,2,0,260,,,
1568,Burnt bones,2023-03-23 14:10,254,1,0,1,,254,,
1569,Burnt bones,2023-03-23 14:15,254,3,0,3,,254,,
1570,Burnt bones,2023-03-23 14:20,257,2,1,1,260,254,,
1571,Burnt bones,2023-03-23 14:25,254,3,0,3,,254,,
1572,Burnt bones,2023-03-23 14:30,260,1,1,0,260,,,
1573,Burnt bones,2023-03-23 14:35,257,6,3,3,260,254,,
1574,Burnt bones,2023-03-23 14:40,254,6,0,6,,254,,
1575,Burnt bones,2023-03-23 14:45,262,2,2,0,262,,,
1576,Burnt bones,2023-03-23 14:50,262,2,1,1,262,262,,
1577,Burnt bones,2023-03-23 14:55,254,1,0,1,,254,,
1578,Burnt bones,2023-03-23 15:00,254,1,0,1,,254,,
1579,Burnt bones,2023-03-23 15:05,789,1,0,1,,789,,
1580,Burnt bones,2023-03-23 15:10,254,43,0,43,,254,,
1581,Burnt bones,2023-03-23 15:15,254,1,0,1,,254,,
1582,Burnt bones,2023-03-23 15:20,524,2,2,0,524,,,
1583,Burnt bones,2023-03-23 15:25,452,2,0,2,,452,,
1584,Burnt bones,2023-03-23 15:30,254,4,0,4,,254,,
1585,Burnt bones,2023-03-23 15:35,254,1,0,1,,254,,
1586,Burnt bones,2023-03-23 15:40,254,7,0,7,,254,,
1587,Burnt bones,2023-03-23 15:45,254,1,0,1,,254,,
1588,Burnt bones,2023-03-23 15:50,262,2,1,1,262,262,,
1589,Burnt bones,2023-03-23 15:55,262,1,1,0,262,,,
1590,Burnt bones,2023-03-23 16:00,254,1,0,1,,254,,
1591,Burnt bones,2023-03-23 16:05,254,5,0,5,,254,,
1592,Burnt bones,2023-03-23 16:10,262,1,1,0,262,,,
1593,Burnt bones,2023-03-23 16:15,254,17,0,17,,254,,
1594,Burnt bones,2023-03-23 16:20,254,1,0,1,,254,,
1595,Burnt bones,2023-03-23 16:25,262,23,23,0,262,,,
1596,Burnt bones,2023-03-23 16:30,275,1,0,1,,275,,
1597,Burnt bones,2023-03-23 16:35,275,5,0,5,,275,,
1598,Burnt bones,2023-03-23 16:40,302,1,0,1,,302,,
1599,Burnt bones,2023-03-23 16:45,275,2,0,2,,275,,
1600,Burnt bones,2023-03-23 16:50,254,1,0,1,,254,,
1601,Burnt bones,2023-03-23 16:55,1000,1,1,0,1000,,,
1602,Burnt bones,2023-03-23 17:00,254,54,0,54,,254,,
1603,Burnt bones,2023-03-23 17:05,1000,1,1,0,1000,,,
1604,Burnt bones,2023-03-23 17:10,254,1,0,1,,254,,
1605,Burnt bones,2023-03-23 17:15,254,5,0,5,,254,,
1606,Burnt bones,2023-03-23 17:20,254,10,0,10,,254,,
1607,Burnt bones,2023-03-23 17:25,260,1,1,0,260,,,
1608,Burnt bones,2023-03-23 17:30,260,2,2,0,260,,,
1609,Burnt bones,2023-03-23 17:35,254,1,0,1,,254,,
1610,Burnt bones,2023-03-23 17:40,260,1,1,0,260,,,
1611,Burnt bones,2023-03-23 17:45,254,1,0,1,,254,,
1612,Burnt bones,2023-03-23 17:50,261,10,10,0,261,,,
1613,Burnt bones,2023-03-23 17:55,254,1,0,1,,254,,
1614,Burnt bones,2023-03-23 18:00,254,2,0,2,,254,,
1615,Burnt bones,2023-03-23 18:05,254,5,0,5,,254,,
1616,Burnt bones,2023-03-23 18:10,254,5,0,5,,254,,
1617,Burnt bones,2023-03-23 18:15,259.3333333,3,2,1,262,254,,
1618,Burnt bones,2023-03-23 18:20,254,1,0,1,,254,,
1619,Burnt bones,2023-03-23 18:25,254,8,0,8,,254,,
1620,Burnt bones,2023-03-23 18:30,254,1,0,1,,254,,
1621,Burnt bones,2023-03-23 18:35,254,5,0,5,,254,,
1622,Burnt bones,2023-03-23 18:40,254,1,0,1,,254,,
1623,Burnt bones,2023-03-23 18:45,262,1,0,1,,262,,
1624,Burnt bones,2023-03-23 18:50,262,1,1,0,262,,,
1625,Burnt bones,2023-03-23 18:55,254,1,0,1,,254,,
1626,Burnt bones,2023-03-23 19:00,254,2,0,2,,254,,
1627,Burnt bones,2023-03-23 19:05,258,1,1,0,258,,,
1628,Burnt bones,2023-03-23 19:10,254,3,0,3,,254,,
1629,Burnt bones,2023-03-23 19:15,254,5,0,5,,254,,
1630,Burnt bones,2023-03-23 19:20,254,1,0,1,,254,,
1631,Burnt bones,2023-03-23 19:25,254,1,0,1,,254,,
1632,Burnt bones,2023-03-23 19:30,254,1,1,0,254,,,
1633,Burnt bones,2023-03-23 19:35,254,12,0,12,,254,,
1634,Burnt bones,2023-03-23 19:40,258,1,1,0,258,,,
1635,Burnt bones,2023-03-23 19:45,254,1,0,1,,254,,
1636,Burnt bones,2023-03-23 19:50,254,1,0,1,,254,,
1637,Burnt bones,2023-03-23 19:55,254,1,0,1,,254,,
1638,Burnt bones,2023-03-23 20:00,254,8,0,8,,254,,
1639,Burnt bones,2023-03-23 20:05,254,3,3,0,254,,,
1640,Burnt bones,2023-03-23 20:10,258.5,2,1,1,263,254,,
1641,Burnt bones,2023-03-23 20:15,254,1,0,1,,254,,
1642,Burnt bones,2023-03-23 20:20,263,1,0,1,,263,,
1643,Burnt bones,2023-03-23 20:25,263,1,1,0,263,,,
1644,Burnt bones,2023-03-23 20:30,263,1,1,0,263,,,
1645,Burnt bones,2023-03-23 20:35,254,2,0,2,,254,,
1646,Burnt bones,2023-03-23 20:40,254,5,0,5,,254,,
1647,Burnt bones,2023-03-23 20:45,258,3,3,0,258,,,
1648,Burnt bones,2023-03-23 20:50,254,3,0,3,,254,,
1649,Burnt bones,2023-03-23 20:55,254,9,0,9,,254,,
1650,Burnt bones,2023-03-23 21:00,254,1,0,1,,254,,
1651,Burnt bones,2023-03-23 21:05,257.5555556,9,4,5,262,254,,
1652,Burnt bones,2023-03-23 21:10,262,2,2,0,262,,,
1653,Burnt bones,2023-03-23 21:15,257,3,1,2,263,254,,
1654,Burnt bones,2023-03-23 21:20,254,5,0,5,,254,,
1655,Burnt bones,2023-03-23 21:25,254,2,0,2,,254,,
1656,Burnt bones,2023-03-23 21:30,254,1,0,1,,254,,
1657,Burnt bones,2023-03-23 21:35,620,2,1,1,620,620,,
1658,Burnt bones,2023-03-23 21:40,254,7,0,7,,254,,
1659,Burnt bones,2023-03-23 21:45,258,3,0,3,,258,,
1660,Burnt bones,2023-03-23 21:50,620,1,1,0,620,,,
1661,Burnt bones,2023-03-23 21:55,258,1,0,1,,258,,
1662,Burnt bones,2023-03-23 22:00,258,1,0,1,,258,,
1663,Burnt bones,2023-03-23 22:05,259,5,0,5,,259,,
1664,Burnt bones,2023-03-23 22:10,263,1,1,0,263,,,
1665,Burnt bones,2023-03-23 22:15,259,12,0,12,,259,,
1666,Burnt bones,2023-03-23 22:20,263,2,2,0,263,,,
1667,Burnt bones,2023-03-23 22:25,263,1,1,0,263,,,
1668,Burnt bones,2023-03-23 22:30,259,1,0,1,,259,,
1669,Burnt bones,2023-03-23 22:35,259,2,0,2,,259,,
1670,Burnt bones,2023-03-23 22:40,259,1,0,1,,259,,
1671,Burnt bones,2023-03-23 22:45,259,20,0,20,,259,,
1672,Burnt bones,2023-03-23 22:50,263,1,1,0,263,,,
1673,Burnt bones,2023-03-23 22:55,259,1,0,1,,259,,
1674,Burnt bones,2023-03-23 23:00,259,1,0,1,,259,,
1675,Burnt bones,2023-03-23 23:05,263,1,1,0,263,,,
1676,Burnt bones,2023-03-23 23:10,263,2,0,2,,263,,
1677,Burnt bones,2023-03-23 23:15,259,4,0,4,,259,,
1678,Burnt bones,2023-03-23 23:20,259,2,0,2,,259,,
1679,Burnt bones,2023-03-23 23:25,259,1,0,1,,259,,
1680,Burnt bones,2023-03-23 23:30,263,4,4,0,263,,,
1681,Burnt bones,2023-03-23 23:35,259,25,0,25,,259,,
1682,Burnt bones,2023-03-23 23:40,259,1,0,1,,259,,
1683,Burnt bones,2023-03-23 23:45,259,1,0,1,,259,,
1684,Burnt bones,2023-03-23 23:50,275,16,16,0,275,,,
1685,Burnt bones,2023-03-23 23:55,263,1,0,1,,263,,
1686,Burnt bones,2023-03-24 0:00,259,1,0,1,,259,,
1687,Burnt bones,2023-03-24 0:05,259,2,0,2,,259,,
1688,Burnt bones,2023-03-24 0:10,263,2,1,1,263,263,,
1689,Burnt bones,2023-03-24 0:15,303,1,0,1,,303,,
1690,Burnt bones,2023-03-24 0:20,254,6,0,6,,254,,
1691,Burnt bones,2023-03-24 0:25,254,1,0,1,,254,,
1692,Burnt bones,2023-03-24 0:30,258,2,2,0,258,,,
1693,Burnt bones,2023-03-24 0:35,258,1,1,0,258,,,
1694,Burnt bones,2023-03-24 0:40,258,2,2,0,258,,,
1695,Burnt bones,2023-03-24 0:45,254,1,0,1,,254,,
1696,Burnt bones,2023-03-24 0:50,254,13,0,13,,254,,
1697,Burnt bones,2023-03-24 0:55,256.6976744,86,58,28,258,254,,
1698,Burnt bones,2023-03-24 1:00,254,14,0,14,,254,,
1699,Burnt bones,2023-03-24 1:05,254,2,0,2,,254,,
1700,Burnt bones,2023-03-24 1:10,254,8,0,8,,254,,
1701,Burnt bones,2023-03-24 1:15,263,2,2,0,263,,,
1702,Burnt bones,2023-03-24 1:20,254,1,0,1,,254,,
1703,Burnt bones,2023-03-24 1:25,254,2,0,2,,254,,
1704,Burnt bones,2023-03-24 1:30,254,1,0,1,,254,,
1705,Burnt bones,2023-03-24 1:35,254,2,0,2,,254,,
1706,Burnt bones,2023-03-24 1:40,254,9,0,9,,254,,
1707,Burnt bones,2023-03-24 1:45,254,1,0,1,,254,,
1708,Burnt bones,2023-03-24 1:50,254,1,0,1,,254,,
1709,Burnt bones,2023-03-24 1:55,254,5,0,5,,254,,
1710,Burnt bones,2023-03-24 2:00,254,1,0,1,,254,,
1711,Burnt bones,2023-03-24 2:05,254,1,0,1,,254,,
1712,Burnt bones,2023-03-24 2:10,254,7,0,7,,254,,
1713,Burnt bones,2023-03-24 2:15,263,72,72,0,263,,,
1714,Burnt bones,2023-03-24 2:20,254,9,0,9,,254,,
1715,Burnt bones,2023-03-24 2:25,263,1,1,0,263,,,
1716,Burnt bones,2023-03-24 2:30,254,1,0,1,,254,,
1717,Burnt bones,2023-03-24 2:35,366,6,0,6,,366,,
1718,Burnt bones,2023-03-24 2:40,263,2,1,1,263,263,,
1719,Burnt bones,2023-03-24 2:45,254,2,0,2,,254,,
1720,Burnt bones,2023-03-24 2:50,254,1,0,1,,254,,
1721,Burnt bones,2023-03-24 2:55,254,4,0,4,,254,,
1722,Burnt bones,2023-03-24 3:00,254,1,0,1,,254,,
1723,Burnt bones,2023-03-24 3:05,254,1,0,1,,254,,
1724,Burnt bones,2023-03-24 3:10,254,1,0,1,,254,,
1725,Burnt bones,2023-03-24 3:15,254,4,0,4,,254,,
1726,Burnt bones,2023-03-24 3:20,254,5,0,5,,254,,
1727,Burnt bones,2023-03-24 3:25,263,1,1,0,263,,,
1728,Burnt bones,2023-03-24 3:30,260.75,4,3,1,263,254,,
1729,Burnt bones,2023-03-24 3:35,263,1,0,1,,263,,
1730,Burnt bones,2023-03-24 3:40,254,1,0,1,,254,,
1731,Burnt bones,2023-03-24 3:45,254,1,0,1,,254,,
1732,Burnt bones,2023-03-24 3:50,263,5,5,0,263,,,
1733,Burnt bones,2023-03-24 3:55,263,1,1,0,263,,,
1734,Burnt bones,2023-03-24 4:00,254,1,0,1,,254,,
1735,Burnt bones,2023-03-24 4:05,263,1,1,0,263,,,
1736,Burnt bones,2023-03-24 4:10,254,2,0,2,,254,,
1737,Burnt bones,2023-03-24 4:15,254,16,0,16,,254,,
1738,Burnt bones,2023-03-24 4:20,254,1,0,1,,254,,
1739,Burnt bones,2023-03-24 4:25,263,3,3,0,263,,,
1740,Burnt bones,2023-03-24 4:30,250,2,2,0,250,,,
1741,Burnt bones,2023-03-24 4:35,206,3,0,3,,206,,
1742,Burnt bones,2023-03-24 4:40,228,1,1,0,228,,,
1743,Burnt bones,2023-03-24 4:45,206,2,2,0,206,,,
1744,Burnt bones,2023-03-24 4:50,256.2272727,22,21,1,251,366,,
1745,Burnt bones,2023-03-24 4:55,263,1,1,0,263,,,
1746,Burnt bones,2023-03-24 5:00,263,1,1,0,263,,,
1747,Burnt bones,2023-03-24 5:05,206,2,0,2,,206,,
1748,Burnt bones,2023-03-24 5:10,206,1,0,1,,206,,
1749,Burnt bones,2023-03-24 5:15,206,16,0,16,,206,,
1750,Burnt bones,2023-03-24 5:20,206,2,1,1,206,206,,
1751,Burnt bones,2023-03-24 5:25,206,10,0,10,,206,,
1752,Burnt bones,2023-03-24 5:30,206,4,0,4,,206,,
1753,Burnt bones,2023-03-24 5:35,206,2,0,2,,206,,
1754,Burnt bones,2023-03-24 5:40,206,2,0,2,,206,,
1755,Burnt bones,2023-03-24 5:45,227,1,1,0,227,,,
1756,Burnt bones,2023-03-24 5:50,193,2,1,1,250,136,,
1757,Burnt bones,2023-03-24 5:55,250,1,1,0,250,,,
1758,Burnt bones,2023-03-24 6:00,136,1,0,1,,136,,
1759,Burnt bones,2023-03-24 6:05,263,1,1,0,263,,,
1760,Burnt bones,2023-03-24 6:10,170,2,2,0,170,,,
1761,Burnt bones,2023-03-24 6:15,238,1,1,0,238,,,
1762,Burnt bones,2023-03-24 6:20,136,14,0,14,,136,,
1763,Burnt bones,2023-03-24 6:25,220.6666667,3,2,1,263,136,,
1764,Burnt bones,2023-03-24 6:30,263,10,10,0,263,,,
1765,Burnt bones,2023-03-24 6:35,30000,1,1,0,30000,,,
1766,Burnt bones,2023-03-24 6:40,140,1,1,0,140,,,
1767,Burnt bones,2023-03-24 6:45,318,2,0,2,,318,,
1768,Burnt bones,2023-03-24 6:50,318,1,0,1,,318,,
1769,Burnt bones,2023-03-24 6:55,318,1,0,1,,318,,
1770,Burnt bones,2023-03-24 7:00,318,1,0,1,,318,,
1771,Burnt bones,2023-03-24 7:05,318,2,0,2,,318,,
1772,Burnt bones,2023-03-24 7:10,318,2,0,2,,318,,
1773,Burnt bones,2023-03-24 7:15,318,1,0,1,,318,,
1774,Burnt bones,2023-03-24 7:20,333,1,0,1,,333,,
1775,Burnt bones,2023-03-24 7:25,148,23,0,23,,148,,
1776,Burnt bones,2023-03-24 7:30,318,1,0,1,,318,,
1777,Burnt bones,2023-03-24 7:35,263,1,1,0,263,,,
1778,Burnt bones,2023-03-24 7:40,140,8,4,4,140,140,,
1779,Burnt bones,2023-03-24 7:45,140,5,5,0,140,,,
1780,Burnt bones,2023-03-24 7:50,140,1,0,1,,140,,
1781,Burnt bones,2023-03-24 7:55,238,1,1,0,238,,,
1782,Burnt bones,2023-03-24 8:00,187,2,1,1,238,136,,
1783,Burnt bones,2023-03-24 8:05,159,2,1,1,182,136,,
1784,Burnt bones,2023-03-24 8:10,245,7,7,0,245,,,
1785,Burnt bones,2023-03-24 8:15,211,2,2,0,211,,,
1786,Burnt bones,2023-03-24 8:20,211,2,2,0,211,,,
1787,Burnt bones,2023-03-24 8:25,150.8,5,2,3,173,136,,
1788,Burnt bones,2023-03-24 8:30,136,1,0,1,,136,,
1789,Burnt bones,2023-03-24 8:35,173,1,1,0,173,,,
1790,Burnt bones,2023-03-24 8:40,173,1,1,0,173,,,
1791,Burnt bones,2023-03-24 8:45,136,1,0,1,,136,,
1792,Burnt bones,2023-03-24 8:50,173,1,1,0,173,,,
1793,Burnt bones,2023-03-24 8:55,173,10,10,0,173,,,
1794,Burnt bones,2023-03-24 9:00,136,1,0,1,,136,,
1795,Burnt bones,2023-03-24 9:05,136,1,0,1,,136,,
1796,Burnt bones,2023-03-24 9:10,201,1,1,0,201,,,
1797,Burnt bones,2023-03-24 9:15,136,7,0,7,,136,,
1798,Burnt bones,2023-03-24 9:20,136,13,0,13,,136,,
1799,Burnt bones,2023-03-24 9:25,222,1,1,0,222,,,
1800,Burnt bones,2023-03-24 9:30,245,1,1,0,245,,,
1801,Burnt bones,2023-03-24 9:35,136,1,0,1,,136,,
1802,Burnt bones,2023-03-24 9:40,245,1,1,0,245,,,
1803,Burnt bones,2023-03-24 9:45,222,2,2,0,222,,,
1804,Burnt bones,2023-03-24 9:50,245,1,1,0,245,,,
1805,Burnt bones,2023-03-24 9:55,136,1,0,1,,136,,
1806,Burnt bones,2023-03-24 10:00,183,5,5,0,183,,,
1807,Burnt bones,2023-03-24 10:05,136,1,0,1,,136,,
1808,Burnt bones,2023-03-24 10:10,136,1,0,1,,136,,
1809,Burnt bones,2023-03-24 10:15,136,1,0,1,,136,,
1810,Burnt bones,2023-03-24 10:20,185,1,1,0,185,,,
1811,Burnt bones,2023-03-24 10:25,160,2,2,0,160,,,
1812,Burnt bones,2023-03-24 10:30,173,2,2,0,173,,,
1813,Burnt bones,2023-03-24 10:35,136,1,1,0,136,,,
1814,Burnt bones,2023-03-24 10:40,257,2,2,0,257,,,
1815,Burnt bones,2023-03-24 10:45,269,7,0,7,,269,,
1816,Burnt bones,2023-03-24 10:50,136,1,0,1,,136,,
1817,Burnt bones,2023-03-24 10:55,191,1,1,0,191,,,
1818,Burnt bones,2023-03-24 11:00,191,1,1,0,191,,,
1819,Burnt bones,2023-03-24 11:05,136,9,0,9,,136,,
1820,Burnt bones,2023-03-24 11:10,173,1,1,0,173,,,
1821,Burnt bones,2023-03-24 11:15,136,2,0,2,,136,,
1822,Burnt bones,2023-03-24 11:20,136,3,0,3,,136,,
1823,Burnt bones,2023-03-24 11:25,173,1,1,0,173,,,
1824,Burnt bones,2023-03-24 11:30,173,1,1,0,173,,,
1825,Dagannoth bones,2023-03-23 5:10,9511,86,0,86,,9511,,
1826,Dagannoth bones,2023-03-23 5:15,9511,86,0,86,,9511,,
1827,Dagannoth bones,2023-03-23 5:20,9752.845036,413,279,134,9869,9511,,
1828,Dagannoth bones,2023-03-23 5:25,9511,144,0,144,,9511,,
1829,Dagannoth bones,2023-03-23 5:30,9865.581586,1097,1057,40,9879,9511,,
1830,Dagannoth bones,2023-03-23 5:35,9681.963995,861,400,461,9879,9511,,
1831,Dagannoth bones,2023-03-23 5:40,9629,83,0,83,,9629,,
1832,Dagannoth bones,2023-03-23 5:45,9511,256,0,256,,9511,,
1833,Dagannoth bones,2023-03-23 5:50,9536.650538,186,13,173,9878,9511,,
1834,Dagannoth bones,2023-03-23 5:55,9511,102,0,102,,9511,,
1835,Dagannoth bones,2023-03-23 6:00,9511,251,0,251,,9511,,
1836,Dagannoth bones,2023-03-23 6:05,9511,76,0,76,,9511,,
1837,Dagannoth bones,2023-03-23 6:10,9511,34,0,34,,9511,,
1838,Dagannoth bones,2023-03-23 6:15,9511,158,0,158,,9511,,
1839,Dagannoth bones,2023-03-23 6:20,9511,455,0,455,,9511,,
1840,Dagannoth bones,2023-03-23 6:25,9663.417808,584,501,83,9689,9509,,
1841,Dagannoth bones,2023-03-23 6:30,9509,167,0,167,,9509,,
1842,Dagannoth bones,2023-03-23 6:35,9625.129032,465,300,165,9689,9509,,
